Job Role,Skills,Experience (Years),Education,Certifications,CGPA,Job Fit Score,Type,Source
QA Engineer,"JIRA, Selenium, Bug Tracking",5.2,MS in Software Testing,Certified Selenium Tester,6.71,41.68,synthetic,NA
Backend Developer,"Django, Node.js, Spring Boot",6.2,M.Tech in Software Systems,NA,7.22,33.26,synthetic,NA
System Administrator,"Linux, Firewall, Bash Scripting",2.5,BS in IT Administration,Red Hat Certified Engineer,6.7,34.85,synthetic,NA
Data Scientist,"Deep Learning, R, Machine Learning",4.6,MS in Artificial Intelligence,AWS Machine Learning,6.78,40.74,synthetic,NA
QA Engineer,"Bug Tracking, JIRA, JUnit",0.0,MS in Software Testing,Certified Selenium Tester,7.17,32.36,synthetic,NA
Database Administrator,"MySQL, MongoDB, SQL",10.2,MS in Data Engineering,Oracle Certified DBA,7.37,59.46,synthetic,NA
Database Administrator,"MySQL, PostgreSQL, Database Optimization",7.9,BS in Database Management,Oracle Certified DBA,5.0,34.75,synthetic,NA
Data Scientist,"Python, Machine Learning, Deep Learning",5.2,MS in Artificial Intelligence,TensorFlow Developer,7.06,44.48,synthetic,NA
Cybersecurity Analyst,"Ethical Hacking, Penetration Testing, SIEM",4.3,MS in Information Security,CEH,6.45,37.35,synthetic,NA
Cloud Engineer,"Azure, Terraform, Google Cloud",6.4,B.Tech in Computer Science,AWS Solutions Architect,7.85,53.8,synthetic,NA
System Administrator,"Firewall, Bash Scripting, Windows Server",8.8,MS in Systems Engineering,Microsoft Certified Solutions Expert,5.0,37.0,synthetic,NA
Cloud Engineer,"AWS, Google Cloud, Terraform",2.7,MS in Cloud Computing,Azure Fundamentals,8.29,48.07,synthetic,NA
Frontend Developer,"Angular, Vue.js, React",2.6,BS in Web Development,NA,8.99,38.42,synthetic,NA
Product Manager,"Scrum, Roadmap Planning, JIRA",5.4,BBA in Product Management,Certified Scrum Product Owner,6.18,37.94,synthetic,NA
Full Stack Developer,"MongoDB, Express, Node.js",7.0,MS in Full Stack Development,NA,7.36,36.38,synthetic,NA
Cybersecurity Analyst,"Penetration Testing, SOC, Ethical Hacking",12.4,MS in Information Security,CompTIA Security+,5.64,51.12,synthetic,NA
Business Analyst,"SQL, Stakeholder Management, Excel",5.1,MBA in Data Analytics,Certified Business Analysis Professional,9.2,61.35,synthetic,NA
Business Analyst,"Excel, Stakeholder Management, Tableau",1.8,BBA in Business Analytics,Certified Business Analysis Professional,7.91,42.78,synthetic,NA
Database Administrator,"MongoDB, MySQL, PostgreSQL",5.6,BS in Database Management,AWS Database Specialty,7.54,49.32,synthetic,NA
Business Analyst,"Stakeholder Management, Data Analysis, Excel",6.3,MBA in Data Analytics,Certified Business Analysis Professional,6.79,45.07,synthetic,NA
Embedded Software Engineer,"Microcontrollers, RTOS, C",6.5,B.Tech in Embedded Systems,ARM Certified Embedded Developer,6.29,41.57,synthetic,NA
Cloud Engineer,"Azure, Terraform, AWS",4.4,B.Tech in Computer Science,AWS Solutions Architect,5.81,32.48,synthetic,NA
Product Manager,"User Research, Scrum, Agile",5.8,MBA in Technology Management,Certified Scrum Product Owner,8.42,56.86,synthetic,NA
Cybersecurity Analyst,"Network Security, SIEM, Ethical Hacking",5.8,BS in Cybersecurity,CEH,7.89,52.62,synthetic,NA
Frontend Developer,"JavaScript, Angular, CSS",12.3,MS in UI/UX Design,NA,6.82,45.31,synthetic,NA
Software Engineer,"Python, C++, Data Structures",5.5,B.Tech in Computer Science,NA,7.74,35.67,synthetic,NA
Software Engineer,"C++, Algorithms, Data Structures",4.2,BS in Software Engineering,NA,8.06,34.98,synthetic,NA
Business Analyst,"SQL, Stakeholder Management, Data Analysis",1.3,MBA in Data Analytics,Certified Business Analysis Professional,5.0,18.25,synthetic,NA
Product Manager,"JIRA, User Research, Scrum",2.2,BBA in Product Management,Certified Scrum Product Owner,8.17,45.86,synthetic,NA
Database Administrator,"PostgreSQL, MySQL, Database Optimization",6.0,BS in Database Management,Oracle Certified DBA,8.34,56.72,synthetic,NA
AI/ML Engineer,"TensorFlow, NLP, Computer Vision",5.0,PhD in AI,Deep Learning Specialization,9.3,61.9,synthetic,NA
Backend Developer,"Flask, GraphQL, Spring Boot",3.2,B.Tech in Software Engineering,NA,5.51,12.08,synthetic,NA
QA Engineer,"Bug Tracking, Test Automation, JIRA",4.9,B.Tech in Computer Science,ISTQB,8.17,52.61,synthetic,NA
Cybersecurity Analyst,"Network Security, Ethical Hacking, SIEM",4.3,BS in Cybersecurity,CISSP,7.35,44.55,synthetic,NA
Data Scientist,"Deep Learning, Statistics, Python",8.8,PhD in Machine Learning,TensorFlow Developer,6.49,48.92,synthetic,NA
Backend Developer,"Django, Spring Boot, GraphQL",6.8,B.Tech in Software Engineering,NA,10.0,57.0,synthetic,NA
Data Scientist,"Statistics, Deep Learning, Python",6.9,PhD in Machine Learning,TensorFlow Developer,8.38,59.29,synthetic,NA
Business Analyst,"Excel, Data Analysis, SQL",0.0,MBA in Data Analytics,Certified Business Analysis Professional,7.52,35.16,synthetic,NA
AI/ML Engineer,"PyTorch, Computer Vision, Reinforcement Learning",3.4,MS in Deep Learning,Google Professional ML Engineer,8.22,49.26,synthetic,NA
Business Analyst,"Tableau, Stakeholder Management, SQL",7.0,BBA in Business Analytics,Certified Business Analysis Professional,7.95,56.1,synthetic,NA
Backend Developer,"Spring Boot, GraphQL, Django",2.1,M.Tech in Software Systems,NA,7.16,22.53,synthetic,NA
Data Scientist,"Machine Learning, Deep Learning, Statistics",10.2,BS in Data Science,AWS Machine Learning,7.51,60.58,synthetic,NA
Business Analyst,"Data Analysis, Stakeholder Management, SQL",1.5,BBA in Business Analytics,Certified Business Analysis Professional,5.75,24.75,synthetic,NA
DevOps Engineer,"CI/CD, Kubernetes, AWS",8.7,B.Tech in Information Technology,AWS Certified DevOps Engineer,6.78,50.99,synthetic,NA
AI/ML Engineer,"Reinforcement Learning, Computer Vision, TensorFlow",4.9,PhD in AI,Google Professional ML Engineer,7.47,47.01,synthetic,NA
System Administrator,"Windows Server, Networking, Linux",0.9,MS in Systems Engineering,Microsoft Certified Solutions Expert,8.82,47.81,synthetic,NA
Data Scientist,"Statistics, R, Machine Learning",7.2,BS in Data Science,TensorFlow Developer,8.64,62.12,synthetic,NA
Full Stack Developer,"Express, Django, Node.js",2.1,MS in Full Stack Development,NA,5.94,12.77,synthetic,NA
QA Engineer,"JUnit, Bug Tracking, JIRA",7.1,B.Tech in Computer Science,Certified Selenium Tester,8.34,59.47,synthetic,NA
Software Engineer,"Data Structures, Algorithms, Python",6.1,B.Tech in Computer Science,NA,6.83,29.89,synthetic,NA
Embedded Software Engineer,"RTOS, IoT, C",6.0,MS in IoT,ARM Certified Embedded Developer,8.57,58.56,synthetic,NA
Full Stack Developer,"Django, Express, React",5.8,B.Tech in Computer Applications,NA,5.59,19.22,synthetic,NA
Database Administrator,"PostgreSQL, SQL, MongoDB",0.8,BS in Database Management,AWS Database Specialty,7.36,35.88,synthetic,NA
DevOps Engineer,"Kubernetes, Terraform, CI/CD",5.1,B.Tech in Information Technology,Docker Certified Associate,5.97,35.51,synthetic,NA
Embedded Software Engineer,"C, C++, IoT",6.1,MS in IoT,ARM Certified Embedded Developer,7.53,50.49,synthetic,NA
Frontend Developer,"Angular, JavaScript, Vue.js",8.3,BS in Web Development,NA,8.3,47.15,synthetic,NA
Business Analyst,"Excel, Tableau, SQL",5.3,BBA in Business Analytics,Certified Business Analysis Professional,6.57,40.81,synthetic,NA
AI/ML Engineer,"PyTorch, NLP, TensorFlow",9.9,BS in AI & ML,Deep Learning Specialization,8.54,68.07,synthetic,NA
Cybersecurity Analyst,"SIEM, SOC, Ethical Hacking",2.0,MS in Information Security,CompTIA Security+,6.96,35.68,synthetic,NA
Cloud Engineer,"Terraform, DevOps, AWS",4.5,MS in Cloud Computing,AWS Solutions Architect,6.85,41.05,synthetic,NA
DevOps Engineer,"AWS, CI/CD, Docker",3.9,B.Tech in Information Technology,Docker Certified Associate,9.08,57.39,synthetic,NA
QA Engineer,"Test Automation, Selenium, Bug Tracking",5.8,MS in Software Testing,ISTQB,9.22,63.26,synthetic,NA
Cloud Engineer,"Terraform, Azure, DevOps",0.0,MS in Cloud Computing,AWS Solutions Architect,7.3,33.4,synthetic,NA
Full Stack Developer,"MongoDB, Express, Node.js",0.7,MS in Full Stack Development,NA,8.18,27.19,synthetic,NA
Database Administrator,"PostgreSQL, SQL, MongoDB",6.5,MS in Data Engineering,Oracle Certified DBA,7.63,52.29,synthetic,NA
Frontend Developer,"Angular, React, Vue.js",7.9,BS in Web Development,NA,9.14,52.87,synthetic,NA
Cybersecurity Analyst,"SOC, SIEM, Network Security",4.4,BS in Cybersecurity,CISSP,7.85,48.8,synthetic,NA
Backend Developer,"Flask, GraphQL, Django",3.4,B.Tech in Software Engineering,NA,6.26,18.58,synthetic,NA
Database Administrator,"Database Optimization, MongoDB, MySQL",8.5,MS in Data Engineering,AWS Database Specialty,6.79,50.57,synthetic,NA
Frontend Developer,"Angular, Vue.js, JavaScript",0.4,MS in UI/UX Design,NA,7.27,19.16,synthetic,NA
Frontend Developer,"JavaScript, React, Angular",6.3,MS in UI/UX Design,NA,6.38,26.79,synthetic,NA
Backend Developer,"GraphQL, Django, Spring Boot",3.3,B.Tech in Software Engineering,NA,6.38,19.29,synthetic,NA
DevOps Engineer,"Terraform, Kubernetes, AWS",5.3,MS in Cloud Computing,Docker Certified Associate,8.07,52.81,synthetic,NA
Product Manager,"Scrum, Roadmap Planning, User Research",4.2,MBA in Technology Management,Certified Scrum Product Owner,7.65,46.7,synthetic,NA
Cloud Engineer,"AWS, DevOps, Terraform",1.2,MS in Cloud Computing,AWS Solutions Architect,6.6,30.8,synthetic,NA
Data Scientist,"R, Python, Statistics",10.3,PhD in Machine Learning,AWS Machine Learning,7.87,63.71,synthetic,NA
Data Scientist,"Machine Learning, Deep Learning, Statistics",3.0,PhD in Machine Learning,AWS Machine Learning,5.91,29.78,synthetic,NA
Backend Developer,"Django, Node.js, Flask",7.0,M.Tech in Software Systems,NA,8.98,49.34,synthetic,NA
Full Stack Developer,"React, Express, MongoDB",0.8,B.Tech in Computer Applications,NA,8.92,33.36,synthetic,NA
QA Engineer,"JUnit, Bug Tracking, Selenium",4.1,MS in Software Testing,Certified Selenium Tester,8.6,54.05,synthetic,NA
Business Analyst,"Tableau, Data Analysis, Excel",13.9,MBA in Data Analytics,Certified Business Analysis Professional,8.03,73.99,synthetic,NA
Cloud Engineer,"DevOps, Terraform, AWS",3.3,B.Tech in Computer Science,Azure Fundamentals,8.42,50.61,synthetic,NA
Data Scientist,"Python, Machine Learning, Deep Learning",4.9,MS in Artificial Intelligence,AWS Machine Learning,7.4,46.45,synthetic,NA
Business Analyst,"Tableau, Stakeholder Management, Data Analysis",7.1,MBA in Data Analytics,Certified Business Analysis Professional,8.21,58.43,synthetic,NA
System Administrator,"Firewall, Windows Server, Bash Scripting",3.8,MS in Systems Engineering,Microsoft Certified Solutions Expert,7.11,41.38,synthetic,NA
Embedded Software Engineer,"Microcontrollers, C++, IoT",4.2,MS in IoT,ARM Certified Embedded Developer,8.01,49.58,synthetic,NA
DevOps Engineer,"Kubernetes, CI/CD, Docker",9.8,B.Tech in Information Technology,AWS Certified DevOps Engineer,9.09,72.22,synthetic,NA
Software Engineer,"Algorithms, Data Structures, C++",8.3,BS in Software Engineering,NA,7.26,38.83,synthetic,NA
Embedded Software Engineer,"Microcontrollers, C++, IoT",1.7,MS in IoT,ARM Certified Embedded Developer,7.85,42.05,synthetic,NA
Frontend Developer,"JavaScript, Vue.js, React",0.0,BS in Web Development,NA,5.11,0.88,synthetic,NA
Cloud Engineer,"Azure, AWS, Google Cloud",3.3,B.Tech in Computer Science,AWS Solutions Architect,8.5,51.25,synthetic,NA
System Administrator,"Bash Scripting, Firewall, Linux",2.8,MS in Systems Engineering,Microsoft Certified Solutions Expert,6.97,37.76,synthetic,NA
Data Scientist,"R, Statistics, Python",5.0,PhD in Machine Learning,TensorFlow Developer,6.67,40.86,synthetic,NA
AI/ML Engineer,"NLP, Reinforcement Learning, TensorFlow",1.9,MS in Deep Learning,Google Professional ML Engineer,5.03,19.99,synthetic,NA
System Administrator,"Firewall, Windows Server, Linux",7.6,BS in IT Administration,Microsoft Certified Solutions Expert,6.13,43.04,synthetic,NA
Frontend Developer,"Vue.js, JavaScript, React",0.4,BS in Web Development,NA,7.66,22.28,synthetic,NA
Embedded Software Engineer,"C++, C, RTOS",8.1,MS in IoT,ARM Certified Embedded Developer,6.81,49.73,synthetic,NA
Full Stack Developer,"Django, Express, React",1.8,B.Tech in Computer Applications,NA,5.64,9.62,synthetic,NA
Software Engineer,"Java, Python, Algorithms",5.1,BS in Software Engineering,NA,6.92,28.11,synthetic,NA
Business Analyst,"SQL, Stakeholder Management, Data Analysis",1.8,BBA in Business Analytics,Certified Business Analysis Professional,7.65,40.7,synthetic,NA
Backend Developer,"GraphQL, Spring Boot, Node.js",3.1,B.Tech in Software Engineering,NA,7.51,27.83,synthetic,NA
Full Stack Developer,"MongoDB, Express, Django",6.8,MS in Full Stack Development,NA,6.07,25.56,synthetic,NA
QA Engineer,"Bug Tracking, Test Automation, JUnit",3.9,MS in Software Testing,ISTQB,6.27,34.91,synthetic,NA
Product Manager,"Roadmap Planning, JIRA, User Research",6.5,BBA in Product Management,Certified Scrum Product Owner,8.52,59.41,synthetic,NA
Software Engineer,"Data Structures, Python, Java",9.9,BS in Software Engineering,NA,8.2,50.35,synthetic,NA
Embedded Software Engineer,"C++, Microcontrollers, RTOS",2.1,B.Tech in Embedded Systems,ARM Certified Embedded Developer,5.57,24.81,synthetic,NA
QA Engineer,"JUnit, Test Automation, Selenium",4.4,B.Tech in Computer Science,ISTQB,6.65,39.2,synthetic,NA
Software Engineer,"C++, Java, Python",2.6,M.Tech in Computer Science,NA,8.06,30.98,synthetic,NA
QA Engineer,"Selenium, Bug Tracking, JIRA",9.8,B.Tech in Computer Science,ISTQB,6.8,53.9,synthetic,NA
Data Scientist,"Statistics, R, Deep Learning",3.6,BS in Data Science,TensorFlow Developer,8.53,52.24,synthetic,NA
Database Administrator,"MongoDB, PostgreSQL, MySQL",7.7,MS in Data Engineering,Oracle Certified DBA,7.51,54.33,synthetic,NA
Software Engineer,"C++, Algorithms, Java",1.2,BS in Software Engineering,NA,7.25,21.0,synthetic,NA
Backend Developer,"Flask, Django, GraphQL",6.5,M.Tech in Software Systems,NA,6.98,32.09,synthetic,NA
QA Engineer,"Selenium, Bug Tracking, JUnit",2.7,MS in Software Testing,ISTQB,8.19,47.27,synthetic,NA
Full Stack Developer,"React, Express, Node.js",7.5,MS in Full Stack Development,NA,5.83,25.39,synthetic,NA
Data Scientist,"R, Deep Learning, Statistics",8.6,PhD in Machine Learning,TensorFlow Developer,7.47,56.26,synthetic,NA
Cybersecurity Analyst,"Network Security, SOC, SIEM",4.2,MS in Information Security,CEH,5.0,25.5,synthetic,NA
Embedded Software Engineer,"RTOS, C, IoT",8.0,MS in IoT,ARM Certified Embedded Developer,6.07,43.56,synthetic,NA
Embedded Software Engineer,"IoT, C, Microcontrollers",5.7,MS in IoT,ARM Certified Embedded Developer,9.12,62.21,synthetic,NA
Software Engineer,"Java, C++, Python",3.6,BS in Software Engineering,NA,6.93,24.44,synthetic,NA
Full Stack Developer,"Django, MongoDB, Express",11.2,B.Tech in Computer Applications,NA,5.87,34.96,synthetic,NA
Cybersecurity Analyst,"Network Security, Ethical Hacking, Penetration Testing",3.9,MS in Information Security,CompTIA Security+,7.41,44.03,synthetic,NA
Cybersecurity Analyst,"Ethical Hacking, SOC, Penetration Testing",1.2,MS in Information Security,CompTIA Security+,5.7,23.6,synthetic,NA
Database Administrator,"SQL, MySQL, MongoDB",8.4,MS in Data Engineering,Oracle Certified DBA,7.56,56.48,synthetic,NA
Frontend Developer,"JavaScript, Vue.js, React",9.8,BS in Web Development,NA,6.18,33.94,synthetic,NA
QA Engineer,"Bug Tracking, Test Automation, Selenium",6.6,B.Tech in Computer Science,ISTQB,7.79,53.82,synthetic,NA
QA Engineer,"Test Automation, Selenium, JUnit",3.6,MS in Software Testing,ISTQB,9.35,58.8,synthetic,NA
Cybersecurity Analyst,"Ethical Hacking, SIEM, SOC",5.0,BS in Cybersecurity,CEH,7.56,47.98,synthetic,NA
Cloud Engineer,"AWS, Azure, DevOps",0.0,B.Tech in Computer Science,AWS Solutions Architect,7.46,34.68,synthetic,NA
Database Administrator,"MySQL, PostgreSQL, Database Optimization",0.0,BS in Database Management,Oracle Certified DBA,5.0,15.0,synthetic,NA
Database Administrator,"MongoDB, Database Optimization, MySQL",1.0,BS in Database Management,AWS Database Specialty,5.44,21.02,synthetic,NA
Cybersecurity Analyst,"SIEM, SOC, Penetration Testing",6.2,MS in Information Security,CISSP,8.73,60.34,synthetic,NA
Frontend Developer,"JavaScript, React, CSS",4.6,BS in Web Development,NA,6.69,25.02,synthetic,NA
QA Engineer,"Selenium, Bug Tracking, JIRA",8.9,MS in Software Testing,Certified Selenium Tester,7.67,58.61,synthetic,NA
AI/ML Engineer,"Computer Vision, Reinforcement Learning, PyTorch",2.7,BS in AI & ML,Google Professional ML Engineer,7.25,39.75,synthetic,NA
Full Stack Developer,"Django, Node.js, Express",11.4,B.Tech in Computer Applications,NA,6.44,40.02,synthetic,NA
Business Analyst,"Stakeholder Management, Excel, SQL",7.7,MBA in Data Analytics,Certified Business Analysis Professional,7.1,51.05,synthetic,NA
Product Manager,"Scrum, JIRA, User Research",0.0,BBA in Product Management,Certified Scrum Product Owner,7.99,38.92,synthetic,NA
System Administrator,"Windows Server, Bash Scripting, Linux",3.2,BS in IT Administration,Microsoft Certified Solutions Expert,6.5,35.0,synthetic,NA
Frontend Developer,"Vue.js, React, Angular",5.6,BS in Web Development,NA,8.04,38.32,synthetic,NA
Software Engineer,"Algorithms, Java, Data Structures",8.6,BS in Software Engineering,NA,7.07,38.06,synthetic,NA
System Administrator,"Windows Server, Bash Scripting, Firewall",6.9,MS in Systems Engineering,Microsoft Certified Solutions Expert,6.87,47.21,synthetic,NA
Cloud Engineer,"DevOps, Terraform, Azure",1.1,B.Tech in Computer Science,AWS Solutions Architect,9.2,51.35,synthetic,NA
AI/ML Engineer,"Computer Vision, Reinforcement Learning, NLP",6.5,BS in AI & ML,Deep Learning Specialization,7.89,54.37,synthetic,NA
Business Analyst,"Data Analysis, Excel, SQL",2.3,BBA in Business Analytics,Certified Business Analysis Professional,9.71,58.43,synthetic,NA
QA Engineer,"JUnit, Test Automation, Selenium",3.0,B.Tech in Computer Science,Certified Selenium Tester,6.68,35.94,synthetic,NA
Cloud Engineer,"Azure, DevOps, Google Cloud",6.9,MS in Cloud Computing,AWS Solutions Architect,5.87,39.21,synthetic,NA
Cloud Engineer,"Google Cloud, AWS, Terraform",1.0,B.Tech in Computer Science,Azure Fundamentals,8.52,45.66,synthetic,NA
QA Engineer,"Test Automation, Bug Tracking, Selenium",2.3,MS in Software Testing,Certified Selenium Tester,7.55,41.15,synthetic,NA
Cloud Engineer,"AWS, Terraform, Azure",3.2,B.Tech in Computer Science,Azure Fundamentals,8.18,48.44,synthetic,NA
