Job Role,Skills,Experience (Years),Education,Certifications,CGPA,Job Fit Score,Type,Source
Cybersecurity Analyst,"Penetration Testing, SOC, Network Security",6.4,BS in Cybersecurity,CompTIA Security+,7.16,12.04,credible,Indeed
Data Scientist,"Deep Learning, Statistics, Python",5.6,PhD in Machine Learning,TensorFlow Developer,7.75,13.49,credible,Company Website
Embedded Software Engineer,"C, Microcontrollers, C++",6.3,MS in IoT,ARM Certified Embedded Developer,7.05,11.67,credible,LinkedIn
System Administrator,"Networking, Windows Server, Firewall",3.2,BS in IT Administration,Red Hat Certified Engineer,8.69,15.35,credible,Company Website
System Administrator,"Firewall, Networking, Windows Server",0.0,MS in Systems Engineering,Microsoft Certified Solutions Expert,7.17,9.51,credible,Glassdoor
Full Stack Developer,"MongoDB, Django, Express",4.5,B.Tech in Computer Applications,NA,8.53,12.39,credible,LinkedIn
Embedded Software Engineer,"IoT, C, C++",4.0,B.Tech in Embedded Systems,ARM Certified Embedded Developer,7.82,13.06,credible,Indeed
AI/ML Engineer,"TensorFlow, Computer Vision, NLP",4.6,BS in AI & ML,Deep Learning Specialization,7.24,11.56,credible,Indeed
Product Manager,"Agile, Scrum, JIRA",1.1,BBA in Product Management,Certified Scrum Product Owner,8.87,15.05,credible,Company Website
Database Administrator,"PostgreSQL, Database Optimization, SQL",3.5,BS in Database Management,Oracle Certified DBA,8.91,16.13,credible,Indeed
AI/ML Engineer,"Reinforcement Learning, PyTorch, Computer Vision",6.6,MS in Deep Learning,Google Professional ML Engineer,8.82,17.1,credible,LinkedIn
DevOps Engineer,"AWS, Terraform, CI/CD",6.7,MS in Cloud Computing,AWS Certified DevOps Engineer,7.28,12.52,credible,Indeed
QA Engineer,"JIRA, Selenium, Bug Tracking",5.5,B.Tech in Computer Science,Certified Selenium Tester,6.28,9.04,credible,Glassdoor
Cybersecurity Analyst,"SOC, Network Security, SIEM",3.4,BS in Cybersecurity,CISSP,7.06,10.54,credible,Indeed
Business Analyst,"Stakeholder Management, Data Analysis, SQL",1.4,BBA in Business Analytics,Certified Business Analysis Professional,5.0,3.56,credible,Glassdoor
Full Stack Developer,"MongoDB, Node.js, Express",6.6,B.Tech in Computer Applications,NA,8.19,12.21,credible,Company Website
Data Scientist,"Machine Learning, Python, R",5.8,PhD in Machine Learning,AWS Machine Learning,8.74,16.54,credible,Company Website
Data Scientist,"Deep Learning, Statistics, Python",3.2,BS in Data Science,AWS Machine Learning,7.54,11.9,credible,Glassdoor
Full Stack Developer,"Express, MongoDB, Node.js",5.9,MS in Full Stack Development,NA,7.69,10.43,credible,Indeed
Business Analyst,"Excel, SQL, Stakeholder Management",4.0,BBA in Business Analytics,Certified Business Analysis Professional,7.76,12.88,credible,LinkedIn
DevOps Engineer,"Terraform, AWS, CI/CD",1.6,B.Tech in Information Technology,AWS Certified DevOps Engineer,8.29,13.51,credible,Glassdoor
DevOps Engineer,"Kubernetes, CI/CD, AWS",2.7,MS in Cloud Computing,AWS Certified DevOps Engineer,7.13,10.47,credible,Indeed
Database Administrator,"PostgreSQL, MongoDB, Database Optimization",3.6,BS in Database Management,AWS Database Specialty,8.56,15.12,credible,LinkedIn
Cybersecurity Analyst,"Ethical Hacking, Penetration Testing, SIEM",4.9,BS in Cybersecurity,CISSP,5.23,5.65,credible,Company Website
Backend Developer,"Node.js, GraphQL, Flask",5.1,B.Tech in Software Engineering,NA,6.33,6.03,credible,Company Website
Cloud Engineer,"Azure, DevOps, Google Cloud",1.4,B.Tech in Computer Science,AWS Solutions Architect,8.39,13.73,credible,LinkedIn
Backend Developer,"Node.js, Django, Spring Boot",7.5,M.Tech in Software Systems,NA,7.0,9.0,credible,Indeed
Cybersecurity Analyst,"SOC, Ethical Hacking, SIEM",2.7,MS in Information Security,CompTIA Security+,8.59,14.85,credible,Glassdoor
Full Stack Developer,"Node.js, React, MongoDB",0.0,B.Tech in Computer Applications,NA,7.11,6.33,credible,Glassdoor
QA Engineer,"JUnit, Bug Tracking, Test Automation",6.1,MS in Software Testing,Certified Selenium Tester,6.96,11.32,credible,Company Website
Cybersecurity Analyst,"Penetration Testing, SOC, Ethical Hacking",3.4,MS in Information Security,CEH,7.21,10.99,credible,LinkedIn
Business Analyst,"Data Analysis, Excel, SQL",2.8,MBA in Data Analytics,Certified Business Analysis Professional,7.58,11.86,credible,LinkedIn
System Administrator,"Networking, Windows Server, Linux",2.6,BS in IT Administration,Red Hat Certified Engineer,10.0,19.04,credible,Glassdoor
DevOps Engineer,"AWS, Kubernetes, Docker",2.5,B.Tech in Information Technology,Docker Certified Associate,8.3,13.9,credible,Indeed
AI/ML Engineer,"TensorFlow, PyTorch, Reinforcement Learning",1.8,BS in AI & ML,Google Professional ML Engineer,8.26,13.5,credible,LinkedIn
Product Manager,"Roadmap Planning, Agile, Scrum",5.8,BBA in Product Management,Certified Scrum Product Owner,7.37,12.43,credible,Indeed
Product Manager,"User Research, Roadmap Planning, JIRA",0.7,MBA in Technology Management,Certified Scrum Product Owner,7.07,9.49,credible,Indeed
QA Engineer,"Selenium, Bug Tracking, JUnit",3.2,MS in Software Testing,ISTQB,6.43,8.57,credible,Glassdoor
System Administrator,"Networking, Firewall, Windows Server",8.9,BS in IT Administration,Microsoft Certified Solutions Expert,8.01,15.59,credible,LinkedIn
QA Engineer,"Selenium, Test Automation, Bug Tracking",5.7,B.Tech in Computer Science,Certified Selenium Tester,5.68,7.32,credible,Glassdoor
QA Engineer,"JIRA, Bug Tracking, JUnit",5.3,B.Tech in Computer Science,Certified Selenium Tester,5.47,6.53,credible,Glassdoor
Embedded Software Engineer,"C, RTOS, C++",2.5,B.Tech in Embedded Systems,ARM Certified Embedded Developer,7.59,11.77,credible,LinkedIn
Cybersecurity Analyst,"SOC, Network Security, Ethical Hacking",4.5,BS in Cybersecurity,CISSP,7.91,13.53,credible,Glassdoor
Full Stack Developer,"MongoDB, React, Django",8.3,B.Tech in Computer Applications,NA,7.11,9.65,credible,Indeed
AI/ML Engineer,"TensorFlow, NLP, PyTorch",6.7,MS in Deep Learning,Google Professional ML Engineer,7.55,13.33,credible,Indeed
AI/ML Engineer,"Computer Vision, TensorFlow, PyTorch",0.6,PhD in AI,Deep Learning Specialization,7.44,10.56,credible,Company Website
Data Scientist,"Statistics, Machine Learning, Python",6.3,BS in Data Science,TensorFlow Developer,6.38,9.66,credible,Company Website
Product Manager,"JIRA, User Research, Roadmap Planning",10.3,MBA in Technology Management,Certified Scrum Product Owner,7.22,13.78,credible,Glassdoor
Cybersecurity Analyst,"SIEM, Ethical Hacking, Penetration Testing",1.7,MS in Information Security,CompTIA Security+,8.7,14.78,credible,LinkedIn
Software Engineer,"Data Structures, Algorithms, Python",5.4,B.Tech in Computer Science,NA,6.73,7.35,credible,Indeed
Full Stack Developer,"Node.js, Express, Django",4.4,MS in Full Stack Development,NA,7.51,9.29,credible,Company Website
Data Scientist,"Statistics, R, Python",9.4,MS in Artificial Intelligence,TensorFlow Developer,6.94,12.58,credible,LinkedIn
Database Administrator,"Database Optimization, MySQL, PostgreSQL",2.8,MS in Data Engineering,Oracle Certified DBA,8.87,15.73,credible,Indeed
Cloud Engineer,"Google Cloud, DevOps, Terraform",6.8,MS in Cloud Computing,Azure Fundamentals,6.94,11.54,credible,LinkedIn
Frontend Developer,"CSS, Angular, React",9.9,BS in Web Development,NA,8.57,14.67,credible,Company Website
Backend Developer,"Spring Boot, Node.js, Flask",9.5,B.Tech in Software Engineering,NA,6.78,9.14,credible,Company Website
Software Engineer,"Algorithms, Data Structures, C++",4.4,M.Tech in Computer Science,NA,9.17,14.27,credible,Company Website
Database Administrator,"MongoDB, MySQL, SQL",6.1,MS in Data Engineering,AWS Database Specialty,8.73,16.63,credible,Company Website
Frontend Developer,"Angular, React, CSS",3.9,MS in UI/UX Design,NA,5.53,3.15,credible,LinkedIn
Data Scientist,"Statistics, Python, Machine Learning",4.6,MS in Artificial Intelligence,AWS Machine Learning,7.42,12.1,credible,Company Website
Product Manager,"JIRA, User Research, Scrum",4.2,BBA in Product Management,Certified Scrum Product Owner,8.61,15.51,credible,Indeed
Product Manager,"JIRA, Roadmap Planning, Scrum",4.6,BBA in Product Management,Certified Scrum Product Owner,9.17,17.35,credible,Glassdoor
Backend Developer,"Spring Boot, Node.js, GraphQL",9.2,M.Tech in Software Systems,NA,7.77,11.99,credible,Company Website
Product Manager,"Scrum, Agile, Roadmap Planning",5.9,MBA in Technology Management,Certified Scrum Product Owner,6.34,9.38,credible,Glassdoor
AI/ML Engineer,"PyTorch, Reinforcement Learning, TensorFlow",3.0,MS in Deep Learning,Deep Learning Specialization,7.83,12.69,credible,LinkedIn
Software Engineer,"Algorithms, C++, Python",3.2,B.Tech in Computer Science,NA,7.56,8.96,credible,Glassdoor
Cybersecurity Analyst,"SIEM, Ethical Hacking, SOC",1.7,MS in Information Security,CISSP,5.89,6.35,credible,Glassdoor
DevOps Engineer,"CI/CD, AWS, Terraform",9.6,MS in Cloud Computing,Docker Certified Associate,7.5,14.34,credible,Company Website
Software Engineer,"Algorithms, C++, Data Structures",5.8,M.Tech in Computer Science,NA,8.56,13.0,credible,LinkedIn
Product Manager,"User Research, JIRA, Scrum",4.2,BBA in Product Management,Certified Scrum Product Owner,5.54,6.3,credible,Indeed
Backend Developer,"Flask, Node.js, GraphQL",1.5,M.Tech in Software Systems,NA,7.94,9.42,credible,Indeed
AI/ML Engineer,"Computer Vision, TensorFlow, Reinforcement Learning",4.8,MS in Deep Learning,Google Professional ML Engineer,9.6,18.72,credible,Indeed
Backend Developer,"Django, GraphQL, Node.js",1.4,M.Tech in Software Systems,NA,8.01,9.59,credible,LinkedIn
Software Engineer,"C++, Python, Data Structures",6.0,B.Tech in Computer Science,NA,6.32,6.36,credible,Indeed
Frontend Developer,"Vue.js, Angular, CSS",3.1,MS in UI/UX Design,NA,6.01,4.27,credible,LinkedIn
Product Manager,"Scrum, Agile, User Research",6.8,BBA in Product Management,Certified Scrum Product Owner,6.57,10.43,credible,LinkedIn
Cybersecurity Analyst,"Ethical Hacking, Penetration Testing, SIEM",4.8,MS in Information Security,CEH,9.32,17.88,credible,LinkedIn
Software Engineer,"Java, Python, Algorithms",2.4,BS in Software Engineering,NA,9.26,13.74,credible,Company Website
Business Analyst,"Data Analysis, SQL, Tableau",0.3,MBA in Data Analytics,Certified Business Analysis Professional,7.03,9.21,credible,Indeed
Database Administrator,"MySQL, SQL, MongoDB",6.0,MS in Data Engineering,Oracle Certified DBA,6.95,11.25,credible,Company Website
Full Stack Developer,"Django, React, MongoDB",10.6,B.Tech in Computer Applications,NA,7.49,11.71,credible,Company Website
Backend Developer,"Node.js, Django, Flask",0.0,B.Tech in Software Engineering,NA,8.39,10.17,credible,Company Website
Backend Developer,"Flask, Spring Boot, Node.js",6.5,B.Tech in Software Engineering,NA,8.49,13.07,credible,Indeed
Product Manager,"Scrum, Agile, JIRA",4.7,MBA in Technology Management,Certified Scrum Product Owner,6.82,10.34,credible,Company Website
QA Engineer,"JUnit, JIRA, Selenium",0.0,B.Tech in Computer Science,ISTQB,7.7,11.1,credible,LinkedIn
Software Engineer,"Algorithms, Data Structures, C++",6.0,B.Tech in Computer Science,NA,9.06,14.58,credible,LinkedIn
Embedded Software Engineer,"C++, C, Microcontrollers",6.4,MS in IoT,ARM Certified Embedded Developer,9.44,18.88,credible,Glassdoor
Database Administrator,"Database Optimization, MongoDB, SQL",0.0,BS in Database Management,Oracle Certified DBA,5.84,5.52,credible,Company Website
Backend Developer,"Flask, GraphQL, Node.js",5.7,M.Tech in Software Systems,NA,9.02,14.34,credible,Glassdoor
Data Scientist,"Machine Learning, Statistics, Deep Learning",5.2,BS in Data Science,AWS Machine Learning,8.27,14.89,credible,LinkedIn
Product Manager,"User Research, Roadmap Planning, Agile",7.8,MBA in Technology Management,Certified Scrum Product Owner,7.75,14.37,credible,Glassdoor
Business Analyst,"Tableau, SQL, Excel",3.7,MBA in Data Analytics,Certified Business Analysis Professional,7.05,10.63,credible,Company Website
Embedded Software Engineer,"IoT, RTOS, C",2.6,MS in IoT,ARM Certified Embedded Developer,6.92,9.8,credible,Glassdoor
DevOps Engineer,"Docker, Kubernetes, AWS",1.1,B.Tech in Information Technology,Docker Certified Associate,7.32,10.4,credible,LinkedIn
Cybersecurity Analyst,"SIEM, Network Security, Penetration Testing",5.2,BS in Cybersecurity,CEH,6.13,8.47,credible,Company Website
Backend Developer,"Flask, Spring Boot, GraphQL",4.7,B.Tech in Software Engineering,NA,7.05,8.03,credible,Glassdoor
AI/ML Engineer,"Computer Vision, NLP, TensorFlow",4.6,BS in AI & ML,Google Professional ML Engineer,10.0,19.84,credible,Company Website
QA Engineer,"JUnit, Bug Tracking, Selenium",2.9,MS in Software Testing,ISTQB,8.49,14.63,credible,Company Website
Product Manager,"JIRA, Scrum, Agile",6.1,BBA in Product Management,Certified Scrum Product Owner,8.23,15.13,credible,LinkedIn
Database Administrator,"MySQL, SQL, PostgreSQL",10.2,MS in Data Engineering,Oracle Certified DBA,7.82,15.54,credible,LinkedIn
Frontend Developer,"React, Angular, CSS",7.7,MS in UI/UX Design,NA,6.12,6.44,credible,Glassdoor
Data Scientist,"Python, R, Statistics",4.5,MS in Artificial Intelligence,AWS Machine Learning,5.98,7.74,credible,Indeed
Embedded Software Engineer,"IoT, RTOS, Microcontrollers",3.9,MS in IoT,ARM Certified Embedded Developer,7.59,12.33,credible,LinkedIn
Database Administrator,"SQL, PostgreSQL, MongoDB",6.8,MS in Data Engineering,Oracle Certified DBA,8.05,14.87,credible,Company Website
DevOps Engineer,"Terraform, Kubernetes, CI/CD",6.4,B.Tech in Information Technology,Docker Certified Associate,6.54,10.18,credible,LinkedIn
Backend Developer,"Node.js, Django, Flask",3.9,B.Tech in Software Engineering,NA,9.82,16.02,credible,Glassdoor
System Administrator,"Bash Scripting, Firewall, Networking",0.0,MS in Systems Engineering,Red Hat Certified Engineer,8.33,12.99,credible,Indeed
Database Administrator,"MongoDB, Database Optimization, SQL",3.6,BS in Database Management,Oracle Certified DBA,6.29,8.31,credible,Glassdoor
Cloud Engineer,"AWS, Terraform, Google Cloud",5.5,B.Tech in Computer Science,AWS Solutions Architect,7.28,12.04,credible,Company Website
AI/ML Engineer,"Reinforcement Learning, TensorFlow, NLP",5.7,BS in AI & ML,Deep Learning Specialization,8.17,14.79,credible,Indeed
Full Stack Developer,"Node.js, Django, Express",7.2,MS in Full Stack Development,NA,7.23,9.57,credible,Indeed
Cloud Engineer,"Azure, AWS, Google Cloud",7.4,B.Tech in Computer Science,AWS Solutions Architect,6.07,9.17,credible,Company Website
AI/ML Engineer,"NLP, Computer Vision, PyTorch",3.6,BS in AI & ML,Google Professional ML Engineer,5.33,5.43,credible,LinkedIn
Database Administrator,"PostgreSQL, Database Optimization, SQL",4.6,MS in Data Engineering,Oracle Certified DBA,9.19,17.41,credible,LinkedIn
Frontend Developer,"JavaScript, React, CSS",8.1,MS in UI/UX Design,NA,7.43,10.53,credible,LinkedIn
Software Engineer,"C++, Data Structures, Python",5.7,BS in Software Engineering,NA,7.27,9.09,credible,Company Website
Cloud Engineer,"Azure, DevOps, AWS",1.4,B.Tech in Computer Science,AWS Solutions Architect,9.26,16.34,credible,Glassdoor
Full Stack Developer,"Express, MongoDB, Node.js",0.0,B.Tech in Computer Applications,NA,6.35,4.05,credible,Company Website
Embedded Software Engineer,"RTOS, C, IoT",4.0,MS in IoT,ARM Certified Embedded Developer,8.59,15.37,credible,LinkedIn
Database Administrator,"PostgreSQL, MongoDB, SQL",0.0,MS in Data Engineering,AWS Database Specialty,7.96,11.88,credible,LinkedIn
AI/ML Engineer,"PyTorch, Reinforcement Learning, NLP",6.1,PhD in AI,Deep Learning Specialization,9.37,18.55,credible,Company Website
DevOps Engineer,"Kubernetes, Docker, CI/CD",3.0,B.Tech in Information Technology,AWS Certified DevOps Engineer,7.51,11.73,credible,Company Website
Data Scientist,"R, Deep Learning, Python",10.9,PhD in Machine Learning,TensorFlow Developer,6.63,12.25,credible,Indeed
Cybersecurity Analyst,"Penetration Testing, SIEM, Network Security",0.0,BS in Cybersecurity,CEH,5.21,3.63,credible,Indeed
System Administrator,"Networking, Linux, Firewall",2.2,BS in IT Administration,Microsoft Certified Solutions Expert,9.45,17.23,credible,LinkedIn
Product Manager,"Roadmap Planning, Agile, JIRA",6.5,MBA in Technology Management,Certified Scrum Product Owner,7.64,13.52,credible,LinkedIn
QA Engineer,"Test Automation, Selenium, Bug Tracking",4.1,B.Tech in Computer Science,Certified Selenium Tester,8.04,13.76,credible,Indeed
Cybersecurity Analyst,"Network Security, Penetration Testing, Ethical Hacking",6.6,MS in Information Security,CISSP,8.09,14.91,credible,Company Website
Product Manager,"Scrum, Roadmap Planning, User Research",11.4,MBA in Technology Management,Certified Scrum Product Owner,6.35,11.61,credible,LinkedIn
Product Manager,"Agile, Roadmap Planning, User Research",3.9,BBA in Product Management,Certified Scrum Product Owner,9.95,19.41,credible,Company Website
Database Administrator,"MySQL, SQL, PostgreSQL",2.2,BS in Database Management,Oracle Certified DBA,7.06,10.06,credible,Indeed
DevOps Engineer,"CI/CD, Docker, Kubernetes",4.7,B.Tech in Information Technology,AWS Certified DevOps Engineer,6.83,10.37,credible,Indeed
Frontend Developer,"React, Angular, CSS",5.1,MS in UI/UX Design,NA,9.98,16.98,credible,LinkedIn
Business Analyst,"Tableau, SQL, Excel",9.1,BBA in Business Analytics,Certified Business Analysis Professional,7.96,15.52,credible,LinkedIn
Embedded Software Engineer,"C++, C, IoT",13.0,B.Tech in Embedded Systems,ARM Certified Embedded Developer,8.1,17.5,credible,Glassdoor
Backend Developer,"Flask, Spring Boot, Django",7.5,M.Tech in Software Systems,NA,7.54,10.62,credible,Glassdoor
Backend Developer,"Django, Flask, GraphQL",0.1,B.Tech in Software Engineering,NA,6.14,3.46,credible,Company Website
Frontend Developer,"CSS, JavaScript, Vue.js",9.2,MS in UI/UX Design,NA,6.88,9.32,credible,LinkedIn
Frontend Developer,"React, Vue.js, Angular",3.3,BS in Web Development,NA,7.66,9.3,credible,Glassdoor
